dy;wbc;miny;minx;im;maxx;maxy;r;dx;;;;
111;ne;76;5;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\277.bmp;112;187;25.0;107;;;;
113;ne;603;211;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\278.bmp;331;716;27.0;120;;;;
278;un;34;675;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\279.bmp;868;312;27.0;193;;;;
140;mo;122;856;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\28.bmp;987;262;19.0;131;;;;
120;ne;398;238;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\280.bmp;352;518;25.0;114;;;;
77;rly;462;222;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\281.bmp;300;539;27.0;78;;;;
123;mo;106;260;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\282.bmp;388;229;27.0;128;;;;
84;ly;475;301;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\283.bmp;383;559;25.0;82;;;;
119;bne;861;1113;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\283.bmp;1230;980;25.0;117;;;;
78;ly;284;816;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\284.bmp;893;362;25.0;77;;;;
83;ly;33;898;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\285.bmp;977;116;25.0;79;;;;
88;ly;385;837;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\286.bmp;923;473;25.0;86;;;;
137;rly;114;960;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\287.bmp;1048;251;27.0;88;;;;
115;ne;304;916;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\288.bmp;1027;419;25.0;111;;;;
124;ne;440;607;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\289.bmp;732;564;25.0;125;;;;
129;ne;433;569;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\29.bmp;698;562;19.0;129;;;;
127;ne;534;576;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\290.bmp;695;661;19.0;119;;;;
113;ne;87;878;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\291.bmp;1002;200;25.0;124;;;;
125;ne;492;473;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\292.bmp;589;617;19.0;116;;;;
114;ne;133;300;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\293.bmp;420;247;25.0;120;;;;
121;ne;112;551;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\294.bmp;672;233;25.0;121;;;;
117;ne;124;344;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\295.bmp;461;241;27.0;117;;;;
112;ne;248;225;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\296.bmp;335;360;27.0;110;;;;
118;ne;281;281;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\297.bmp;395;399;25.0;114;;;;
111;mo;162;468;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\298.bmp;570;273;19.0;102;;;;
106;un;476;370;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\299.bmp;466;582;27.0;96;;;;
132;un;151;714;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\299.bmp;801;283;27.0;87;;;;
123;ne;438;843;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\3.bmp;959;561;19.0;116;;;;
127;ne;104;47;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\30.bmp;161;231;19.0;114;;;;
118;ne;370;1172;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\30.bmp;1277;488;19.0;105;;;;
124;mo;556;433;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\300.bmp;562;680;27.0;129;;;;
92;ly;537;479;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\301.bmp;564;629;25.0;85;;;;
90;rly;657;345;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\302.bmp;449;747;25.0;104;;;;
62;ly;549;100;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\303.bmp;165;611;25.0;65;;;;
106;ne;635;353;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\304.bmp;457;741;19.0;104;;;;
114;ne;470;326;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\305.bmp;441;584;25.0;115;;;;
109;ne;538;655;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\305.bmp;765;647;25.0;110;;;;
114;eo;205;319;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\306.bmp;430;319;25.0;111;;;;
139;un;135;825;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\306.bmp;978;274;25.0;153;;;;
98;mo;768;172;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\306.bmp;313;866;25.0;141;;;;
118;ne;277;214;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\307.bmp;328;395;25.0;114;;;;
109;ne;400;287;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\308.bmp;389;509;23.0;102;;;;
76;ly;460;273;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\309.bmp;350;536;25.0;77;;;;
123;ne;440;858;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\31.bmp;973;563;19.0;115;;;;
104;ne;605;584;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\310.bmp;689;709;25.0;105;;;;
109;ne;142;1004;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\311.bmp;1114;251;25.0;110;;;;
77;ly;550;603;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\312.bmp;670;627;27.0;67;;;;
83;ly;336;982;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\313.bmp;1058;419;27.0;76;;;;
123;ne;367;1029;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\314.bmp;1149;490;25.0;120;;;;
276;un;34;769;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\315.bmp;949;310;27.0;180;;;;
118;ne;326;299;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\316.bmp;416;444;25.0;117;;;;
100;ne;493;7;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\317.bmp;105;593;25.0;98;;;;
109;mo;167;410;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\318.bmp;545;276;27.0;135;;;;
98;mo;603;345;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\319.bmp;439;701;25.0;94;;;;
116;ly;336;88;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\32.bmp;180;452;19.0;92;;;;
137;ne;184;1128;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\32.bmp;1265;321;19.0;137;;;;
122;ne;582;346;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\320.bmp;471;704;25.0;125;;;;
79;ly;138;297;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\321.bmp;372;217;27.0;75;;;;
87;ly;374;399;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\322.bmp;484;461;25.0;85;;;;
92;mo;22;232;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\323.bmp;324;114;25.0;92;;;;
115;ne;323;331;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\324.bmp;441;438;25.0;110;;;;
92;mo;66;236;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\325.bmp;329;158;27.0;93;;;;
108;ne;161;17;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\326.bmp;126;269;25.0;109;;;;
127;bne;504;179;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\327.bmp;308;631;25.0;129;;;;
99;ly;502;280;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\328.bmp;377;601;25.0;97;;;;
98;mo;586;363;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\329.bmp;472;684;19.0;109;;;;
116;ne;668;360;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\329.bmp;490;784;19.0;130;;;;
98;mo;43;1164;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\33.bmp;1268;141;19.0;104;;;;
120;ne;274;492;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\330.bmp;612;394;19.0;120;;;;
118;ne;368;523;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\330.bmp;641;486;19.0;118;;;;
120;ne;697;531;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\331.bmp;649;817;25.0;118;;;;
79;ly;413;1095;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\332.bmp;1170;492;25.0;75;;;;
113;ne;149;795;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\333.bmp;908;262;25.0;113;;;;
82;ly;424;927;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\334.bmp;1012;506;25.0;85;;;;
103;mo;288;467;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\335.bmp;574;391;25.0;107;;;;
121;ne;78;367;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\336.bmp;481;199;27.0;114;;;;
134;un;374;259;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\337.bmp;397;508;27.0;138;;;;
125;ne;115;413;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\338.bmp;536;240;27.0;123;;;;
116;ne;291;217;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\339.bmp;330;407;25.0;113;;;;
114;ne;409;187;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\34.bmp;298;523;19.0;111;;;;
114;ne;225;942;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\34.bmp;1079;339;19.0;137;;;;
127;mo;542;908;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\34.bmp;1018;669;19.0;110;;;;
119;ne;657;395;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\340.bmp;519;776;25.0;124;;;;
106;ne;260;875;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\341.bmp;978;366;25.0;103;;;;
124;ne;696;387;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\342.bmp;519;820;25.0;132;;;;
74;ly;749;807;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\342.bmp;873;823;25.0;66;;;;
128;ne;718;1003;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\342.bmp;1128;846;25.0;125;;;;
120;ne;639;320;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\343.bmp;433;759;25.0;113;;;;
117;ne;179;790;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\344.bmp;908;296;25.0;118;;;;
118;ne;239;262;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\345.bmp;379;357;25.0;117;;;;
116;ne;261;593;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\345.bmp;708;377;25.0;115;;;;
133;bne;177;26;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\346.bmp;156;310;25.0;130;;;;
119;ne;175;606;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\347.bmp;726;294;25.0;120;;;;
121;ne;179;523;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\348.bmp;643;300;27.0;120;;;;
92;ly;333;419;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\349.bmp;510;425;25.0;91;;;;
64;un;222;171;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\35.bmp;260;286;19.0;89;;;;
57;un;591;931;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\35.bmp;1004;648;19.0;73;;;;
118;ne;206;67;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\350.bmp;188;324;27.0;121;;;;
114;eo;301;1011;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\350.bmp;1126;415;27.0;115;;;;
128;ne;144;503;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\351.bmp;631;272;27.0;128;;;;
102;mo;503;308;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\352.bmp;414;605;27.0;106;;;;
74;rly;17;150;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\353.bmp;259;91;25.0;109;;;;
120;eo;219;262;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\354.bmp;386;339;25.0;124;;;;
127;ne;564;340;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\354.bmp;465;691;25.0;125;;;;
123;ne;539;282;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\355.bmp;402;662;25.0;120;;;;
103;mo;18;337;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\356.bmp;436;121;25.0;99;;;;
183;un;619;540;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\357.bmp;649;802;19.0;109;;;;
125;ne;655;216;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\357.bmp;342;780;19.0;126;;;;
117;ne;457;389;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\358.bmp;507;574;25.0;118;;;;
91;mo;290;830;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\359.bmp;930;381;25.0;100;;;;
86;ly;561;533;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\36.bmp;614;647;19.0;81;;;;
213;un;251;456;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\360.bmp;674;464;25.0;218;;;;
130;mo;124;334;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\361.bmp;477;254;25.0;143;;;;
133;ne;151;1001;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\361.bmp;1128;284;25.0;127;;;;
115;ne;157;1117;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\362.bmp;1227;272;25.0;110;;;;
99;mo;524;549;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\363.bmp;678;623;27.0;129;;;;
114;ne;543;301;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\364.bmp;415;657;27.0;114;;;;
106;mo;126;727;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\365.bmp;829;232;27.0;102;;;;
106;ne;592;375;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\366.bmp;489;698;25.0;114;;;;
129;mo;523;239;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\367.bmp;390;652;27.0;151;;;;
116;eo;232;585;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\368.bmp;697;348;25.0;112;;;;
123;ne;121;1093;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\369.bmp;1210;244;25.0;117;;;;
115;mo;65;742;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\37.bmp;851;180;19.0;109;;;;
91;ly;529;533;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\370.bmp;616;620;25.0;83;;;;
120;ne;642;315;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\371.bmp;431;762;27.0;116;;;;
121;ne;208;375;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\372.bmp;495;329;27.0;120;;;;
122;mo;657;532;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\373.bmp;681;779;27.0;149;;;;
163;un;117;382;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\374.bmp;644;280;27.0;262;;;;
86;ly;527;67;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\374.bmp;153;613;27.0;86;;;;
114;ne;495;202;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\375.bmp;314;609;25.0;112;;;;
93;mo;512;413;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\376.bmp;502;605;23.0;89;;;;
93;ly;651;501;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\377.bmp;584;744;21.0;83;;;;
75;ly;365;153;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\378.bmp;226;440;19.0;73;;;;
80;ly;378;851;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\378.bmp;926;458;19.0;75;;;;
92;un;701;111;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\379.bmp;253;793;25.0;142;;;;
130;ne;182;641;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\379.bmp;752;312;25.0;111;;;;
123;ne;419;834;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\379.bmp;948;542;25.0;114;;;;
130;ne;281;87;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\38.bmp;211;411;19.0;124;;;;
68;ly;482;1060;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\38.bmp;1144;550;19.0;84;;;;
97;mo;422;795;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\380.bmp;890;519;25.0;95;;;;
84;ly;254;813;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\381.bmp;899;338;25.0;86;;;;
128;ne;470;763;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\382.bmp;881;598;25.0;118;;;;
68;ly;8;1055;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\383.bmp;1124;76;25.0;69;;;;
97;mo;322;753;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\384.bmp;851;419;27.0;98;;;;
128;ne;49;756;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\385.bmp;880;177;25.0;124;;;;
127;ne;252;136;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\386.bmp;258;379;25.0;122;;;;
127;ne;270;926;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\387.bmp;1055;397;27.0;129;;;;
106;mo;170;904;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\388.bmp;1009;276;25.0;105;;;;
119;rly;290;613;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\389.bmp;717;409;27.0;104;;;;
124;eo;315;510;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\39.bmp;640;439;19.0;130;;;;
130;ne;597;914;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\39.bmp;1048;727;19.0;134;;;;
82;un;436;630;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\39.bmp;736;518;19.0;106;;;;
108;ne;427;1081;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\390.bmp;1190;535;27.0;109;;;;
96;mo;707;248;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\391.bmp;345;803;27.0;97;;;;
96;mo;471;514;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\392.bmp;608;567;25.0;94;;;;
111;ne;491;551;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\393.bmp;669;602;25.0;118;;;;
87;un;612;521;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\394.bmp;612;699;27.0;91;;;;
106;mo;150;1106;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\395.bmp;1209;256;27.0;103;;;;
128;ne;6;531;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\396.bmp;659;134;25.0;128;;;;
100;mo;508;456;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\397.bmp;556;608;27.0;100;;;;
117;mo;451;381;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\398.bmp;498;568;25.0;117;;;;
125;ne;458;368;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\399.bmp;497;583;25.0;129;;;;
118;ne;455;763;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\4.bmp;871;573;19.0;108;;;;
144;ne;770;185;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\4.bmp;314;914;19.0;129;;;;
118;ne;610;458;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\40.bmp;583;728;19.0;125;;;;
128;ne;464;659;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\40.bmp;778;592;19.0;119;;;;
112;mo;658;585;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\40.bmp;693;770;19.0;108;;;;
135;mo;614;151;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\400.bmp;287;749;25.0;136;;;;
102;ne;29;773;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\401.bmp;881;131;25.0;108;;;;
31;th;141;414;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\401.bmp;438;172;25.0;24;;;;
114;ne;119;658;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\402.bmp;780;233;25.0;122;;;;
100;ne;15;1085;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\403.bmp;1188;115;23.0;103;;;;
81;ly;93;942;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\404.bmp;1014;174;25.0;72;;;;
118;ne;573;435;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\405.bmp;549;691;27.0;114;;;;
77;ly;185;229;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\406.bmp;306;262;27.0;77;;;;
114;un;140;791;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\407.bmp;900;254;25.0;109;;;;
126;ne;476;500;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\408.bmp;615;602;25.0;115;;;;
121;ne;336;680;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\409.bmp;794;457;25.0;114;;;;
139;ne;98;733;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\41.bmp;860;237;19.0;127;;;;
120;ne;269;663;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\410.bmp;784;389;25.0;121;;;;
129;ne;136;102;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\411.bmp;228;265;19.0;126;;;;
90;mo;357;537;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\411.bmp;626;447;19.0;89;;;;
79;ly;329;536;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\412.bmp;616;408;19.0;80;;;;
80;ly;745;370;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\412.bmp;448;825;19.0;78;;;;
86;ly;484;644;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\413.bmp;731;570;25.0;87;;;;
124;ne;232;634;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\414.bmp;748;356;25.0;114;;;;
87;ly;579;368;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\415.bmp;455;666;19.0;87;;;;
70;ly;353;682;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\416.bmp;760;423;19.0;78;;;;
91;mo;855;141;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\416.bmp;240;946;19.0;99;;;;
126;ne;608;115;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\417.bmp;241;734;25.0;126;;;;
114;ne;556;535;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\418.bmp;644;670;25.0;109;;;;
101;ne;560;277;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\419.bmp;383;661;19.0;106;;;;
106;ne;916;822;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\419.bmp;944;1022;19.0;122;;;;
91;ne;931;958;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\419.bmp;1074;1022;19.0;116;;;;
109;mo;339;718;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\42.bmp;819;448;19.0;101;;;;
82;ly;280;991;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\420.bmp;1067;362;19.0;76;;;;
73;ly;853;1173;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\420.bmp;1253;926;19.0;80;;;;
124;mo;406;294;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\421.bmp;400;530;19.0;106;;;;
0;wrong;466;368;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\421.bmp;368;466;19.0;0;;;;
122;mo;408;285;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\421.bmp;399;530;19.0;114;;;;
123;ne;342;1025;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\422.bmp;1151;465;19.0;126;;;;
119;eo;326;404;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\423.bmp;515;445;19.0;111;;;;
81;ly;607;82;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\423.bmp;160;688;19.0;78;;;;
119;ne;551;1116;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\423.bmp;1242;670;19.0;126;;;;
116;ne;642;1173;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\423.bmp;1278;758;19.0;105;;;;
116;ne;554;565;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\424.bmp;680;670;19.0;115;;;;
92;mo;555;1194;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\424.bmp;1279;647;19.0;85;;;;
104;mo;241;1132;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\425.bmp;1236;345;19.0;104;;;;
125;ne;325;300;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\426.bmp;426;450;19.0;126;;;;
126;rly;253;716;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\426.bmp;834;379;19.0;118;;;;
102;rly;580;600;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\427.bmp;689;682;25.0;89;;;;
109;mo;365;627;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\428.bmp;738;474;25.0;111;;;;
124;bne;233;976;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\429.bmp;1100;357;25.0;124;;;;
77;ly;199;1059;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\429.bmp;1138;276;25.0;79;;;;
142;ne;490;178;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\43.bmp;302;632;19.0;124;;;;
98;mo;472;301;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\430.bmp;396;570;25.0;95;;;;
109;mo;218;701;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\431.bmp;802;327;25.0;101;;;;
126;ne;259;933;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\431.bmp;1057;385;25.0;124;;;;
118;ne;326;315;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\431.bmp;436;444;25.0;121;;;;
97;mo;220;784;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\432.bmp;884;317;25.0;100;;;;
99;mo;25;580;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\433.bmp;690;124;25.0;110;;;;
77;ly;554;582;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\434.bmp;668;631;25.0;86;;;;
94;ly;492;677;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\435.bmp;772;586;25.0;95;;;;
99;mo;54;526;d:\DATA\DiagonAdatbazis_20170221-5\32_gepi_mix\436.bmp;622;153;25.0;96;;;;
